	hemoglobin	leukocyty	etytr	weight	trombocyty	ast	alp	relationship	name	alt	hbver	smoker	erytrocyty	er-cv	indicator	ssn	hematokrit
158	4.08594	8.46807	5.41152	64.42976	6.45540	76.30047	26.18545	married	Mary Keller	0.12572	5.88247	no	5.68451	54.25032	1.00000	354-38-8931	6.10219
159	6.70338	8.65479	6.55729	58.94308	5.48669	54.40034	81.10021	single	Beth Lucas	6.98088	7.27036	Y	9.35140	73.20631	1.00000	374-72-5224	6.29387
160	4.89540	6.89273	6.63202	73.79220	6.96829	69.88226	51.92032	nop	Teresa Dawson	1.78024	6.70188	Y	6.70856	62.10027	1.00000	627-92-5672	6.16749
161	5.78049	5.24563	5.05075	70.69614	6.77929	69.98577	82.55951	widowed	Patricia Montgomery	0.71348	7.87151	no	6.35432	45.96018	0.00000	679-66-2343	7.28771
162	6.82692	4.95729	3.52997	132.23977	7.02993	85.07096	80.80492	married	Nathan Molina	0.42519	9.19263	no	6.54172	48.67342	0.00000	034-91-3420	6.92077
163	9.03607	5.61964	4.70043	46.53885	6.80210	59.64073	5.61732	nop	Keith Jacobson	1.03708	6.01739	no	6.18998	46.57770	1.00000	723-76-8738	6.43419
164	7.28079	7.82257	10.64882	53.64292	6.94350	68.07476	59.79899	nop	Laura Shaw	2.74442	10.60895	no	7.99034	49.02832	1.00000	051-61-4331	6.86647
165	6.96978	5.95587	5.22902	129.07258	6.08177	67.13868	70.16657	nop	Anthony Cox	1.12075	5.41334	no	5.79432	57.46936	0.00000	104-66-8548	4.80921
166	7.31677	7.65858	5.52255	102.92189	6.42925	70.94379	67.46094	divoced	Kevin Cobb	0.81474	5.35790	yes	5.30581	61.78970	1.00000	645-75-3733	6.15206
167	7.31094	6.51310	7.91360	144.74890	7.66712	73.48985	63.67832	separated	Brooke Martinez	0.93854	7.00839	no	5.59596	19.23237	1.00000	011-66-7774	8.53170
168	8.37483	8.04707	6.98006	48.33995	7.33766	70.02604	24.13394	married	Nathaniel Williams	1.84402	6.38253	yes	7.64574	47.74147	1.00000	156-40-8578	5.59648
169	6.29561	4.16108	5.38992	82.92756	6.90439	58.85011	83.25273	married	Carolyn Brandt	3.73558	8.59494	no	8.73920	41.28883	0.00000	078-05-8931	6.37658
170	7.66274	8.87117	8.55246	14.71831	6.41277	62.11691	51.33965	separated	Ivan Stephenson	4.17564	7.95031	Y	8.71150	55.76090	1.00000	297-35-0520	8.34906
171	5.79762	5.72200	4.60415	49.74028	7.84929	64.17659	81.53709	married	Christina Massey	0.85873	8.83606	no	4.47370	47.97514	0.00000	177-97-0057	6.15032
172	5.27095	5.28489	4.70757	73.91545	6.87720	77.94159	69.14443	nop	Timothy Moran	0.65914	7.65819	yes	4.20921	53.27508	0.00000	863-36-1492	5.71024
173	6.76856	4.48373	6.56430	-0.24513	5.24371	70.62886	87.13174	divoced	Richard Coleman	3.28998	4.84905	yes	8.54019	51.74013	0.00000	896-54-4699	5.34999
174	5.88472	5.10275	7.02530	70.78062	5.88637	63.49956	80.33963	divoced	Richard Smith	1.10125	5.50338	no	5.08005	86.75052	0.00000	553-67-0846	6.73984
175	6.13925	6.30916	4.44418	77.86963	5.46795	70.15556	93.05619	married	Anthony Velasquez	0.98686	4.19156	Y	4.67458	76.70222	1.00000	309-92-8397	5.52828
176	6.42647	5.82007	8.24427	39.40765	7.04454	59.72745	81.88881	nop	David Brown	0.83529	8.53987	yes	5.63795	50.31577	1.00000	096-08-2536	6.53587
177	7.26578	6.84074	5.66623	111.67724	6.58506	51.68988	66.38254	nop	Cassandra Williams	1.32392	5.44403	no	5.80498	45.17038	1.00000	669-16-6262	7.48400
178	5.71564	6.84540	7.96549	24.57961	5.39370	71.47762	76.81670	widowed	Carol Wilson	1.43830	8.42961	no	7.06854	75.01397	1.00000	792-58-4940	6.56694
179	8.13131	8.33317	7.79168	145.80420	5.09597	76.84313	31.06487	single	Gwendolyn Weiss	1.55892	6.23837	no	7.10267	52.00274	1.00000	571-17-6344	6.05814
180	5.66820	9.34647	7.30675	92.66943	6.94355	70.14959	87.52960	married	Joy Finley	3.60049	5.95192	yes	8.67725	49.25489	1.00000	526-37-1056	7.33307
181	6.18624	5.31484	5.74062	99.66981	7.25364	69.52069	91.49248	married	Brooke Russo	1.64691	5.60090	Y	6.85126	52.27114	0.00000	024-84-7836	7.71026
182	6.89675	8.05848	3.63072	48.17394	7.27787	73.12750	78.10971	single	Megan Howe	0.98666	5.65129	yes	5.86150	58.99920	0.00000	423-24-4784	6.88469
183	5.09082	8.56339	7.04738	28.99104	5.78734	78.40950	67.89109	divoced	Bryan Gay	1.25176	5.70240	yes	5.07429	36.28188	1.00000	159-33-6389	6.02817
184	6.76025	7.71978	5.99675	55.04936	5.96030	69.85941	81.16433	widowed	Troy West	1.10432	4.90871	no	6.79643	50.88260	1.00000	526-39-2481	6.47169
185	5.29399	9.20825	7.52912	70.38119	8.00764	62.87146	70.20439	divoced	Mary Kennedy	3.53966	6.21891	Y	8.49251	45.03709	1.00000	221-69-0592	7.71268
186	7.76710	8.15142	8.84843	43.25855	7.02804	67.49128	53.31644	divoced	Tammy Simmons	1.31908	7.97832	Y	7.53523	45.40742	1.00000	210-68-7855	6.04955
187	7.91287		6.24909	56.96405	4.56839	71.67713	42.51395	separated	Mr. Daniel Murphy	1.08409	5.91374	N	4.90167	48.07353	1.00000	580-55-2434	7.47102
188	8.05356	8.20102	8.29721	58.43253	6.11704	81.54203	43.92498	divoced	Abigail Lewis	1.55276	7.21824	no	7.36405	63.07616	1.00000	478-79-3069	7.39601
189	7.30209	6.43534	3.68218	60.80946	6.89325	61.41743	64.53671	nop	David Brown	1.00964	5.05134	N	6.16901	43.07428	1.00000	293-88-3964	6.88462
190	7.13712	8.00133	5.63931	43.81014	8.15923	76.27124	73.37136	single	Jeffrey Ford	0.76169	5.18465	Y	4.69892	64.68384	1.00000	426-07-1315	6.80720
191	6.55196	7.78176	5.43050	76.38828	8.55547	76.94922	91.68438	divoced	Justin Vaughn	0.77357	5.13099	Y	4.79634	57.72062	1.00000	829-01-6115	5.62537
192	7.09117	5.04416	5.37545	23.10142	4.11763	65.84493	72.43330	married	Barry Rodriguez	0.86198	7.50891	Y	4.78591	48.31835	0.00000	418-58-5546	6.14612
193	4.87588	8.14156	3.48358	27.97013	5.57175	67.95208	58.64745	divoced	Christopher Carey	1.55794	6.13973	no	6.81218	43.23004	1.00000	622-99-1108	5.92693
194	7.08295	8.30955	6.55871	75.15083	6.69394	69.08158	64.13024	divoced	Tammy Campbell	0.43237	5.39461	no	4.52708	48.18353	1.00000	113-93-6240	6.71528
195	6.09946	6.93443	4.69375	59.39441	7.19924	65.84533	84.46484	single	Jennifer Schneider	1.07063	5.57220	no	6.14772	28.12198	1.00000	859-97-8205	6.75331
196	6.45518	4.84898	5.54624	101.64109	7.24401	60.03115	85.57747	widowed	Jacob Hernandez	1.02901	7.37533	yes	5.38145	50.09328	0.00000	519-53-9122	5.99352
197	7.64178	5.46218	4.61258	72.81633	7.40030	63.73003	44.02422	separated	Renee Holt	0.73190	7.38874	no	5.28519	68.66671	0.00000	266-20-7384	6.67371
198	5.41134	4.75551	6.10746	40.03589	4.12601	73.44846	73.21588	nop	Jamie Rowland	1.36174	6.24665	no	6.20372	47.07716	0.00000	269-65-0043	7.57526
199	7.00661	7.43374	5.70097	19.74641	5.53406	50.34293	80.72240	single	Karen Phelps	0.83435	4.34224	no	4.09386	47.99254	1.00000	238-82-7758	6.19914
200	6.80206	6.52754	6.55313	87.23769	6.45501	58.39929	86.60336	married	Scott Simmons	1.15631	6.65510	no	6.44920	33.07170	1.00000	192-66-7540	6.36259
201	6.08225	8.14736	7.33222	67.53321	5.19517	75.70400	83.61075	married	Brian Ellis	0.75066	5.58228	Y	4.84513	39.39214	1.00000	350-41-7594	6.83344
202	6.86677	4.79575	5.20556	100.30712	7.07689	46.43843	77.85145	single	Rachel Anderson	3.57703	8.31311	Y	8.59278	58.11094	0.00000	264-49-2438	7.80712
203	7.82955	5.02732	2.11145	-22.61453	7.42996	65.07157	48.61177	widowed	Julie Thomas	0.84752	4.39460	N	6.02018	69.58712	1.00000	503-57-7117	6.13687
204	5.78229	8.69379	6.10866	118.34334	5.53234	68.00304	86.92208	single	Angela Hart	1.38013	5.53103	yes	5.00390	59.97802	1.00000	849-40-5722	6.37115
205	7.15507	8.06220	5.07210	23.73636	7.08511	74.55276	70.95724	divoced	James Carter	1.19323	5.26095	yes	5.10186	49.33408	1.00000	062-62-1465	6.31527
206	7.71920	4.97453	5.24198	92.00938	7.18516	60.07416	50.41747	married	Melvin Hubbard	1.21419	7.59181	no	7.10705	25.87254	0.00000	584-49-4815	8.14843
207	6.05082	7.04376	5.92032	128.65427	7.97811	60.38221	89.58874	divoced	Danny Smith	1.10018	4.64389	no	4.39560	34.10861	1.00000	699-24-1714	5.78645
208	8.10038	9.77430	5.84095	65.78237	6.78274	58.80853	39.20695	widowed	Joseph Campos	0.54069	5.20111	no	3.59168	42.34180	1.00000	366-77-0742	5.49650
209	7.09123	7.10579	4.88105	41.17371	6.80625	47.85966	70.94738	single	James Parker	1.07454	4.78891	no	4.93373	23.65171	1.00000	354-84-8194	6.36630
210	6.15978	9.10218	5.93295	60.35159	6.84459	75.49467	85.24574	married	Craig Brooks	1.32364	5.63897	no	5.13506	33.82500	1.00000	336-21-0245	5.24633
211	6.71434	4.00530	6.26121	60.88646	7.60814	75.18027	81.93799	separated	Tammie Bailey	7.63070	7.55288	Y	9.50260	66.04098	0.00000	416-70-1561	6.32153
212	5.87524	9.16372	7.70689	44.41413	7.20265	66.12735	85.61290	married	Jill Taylor	1.06210	5.65154	Y	4.39560	45.86435	1.00000	746-47-0120	6.36878
213	6.97418	9.98332	8.18441	46.40076	3.62813	61.58693	79.97394	single	Todd Bennett	4.63259	6.47325	no	8.90454	79.83207	1.00000	415-93-9107	6.00763
214	6.24078	5.18224	3.45995	97.99782	5.98709	74.13037	90.63120	divoced	Mary Conley	0.94571	4.82261	no	6.36402	43.71614	1.00000	813-73-4587	7.45876
215	5.92386	5.96282	6.39567	105.82526	8.04783	75.04219	84.60321	single	Brittney Torres	1.02438	6.84389	no	5.75828	19.03149	1.00000	873-06-8778	6.19294
216	5.60932	7.99783	5.24621	46.09708	6.70563	64.08282	76.03126	separated	Melissa Wright	0.65483	4.66885	no	4.39514	59.61408	1.00000	251-86-4006	6.65056
217	6.66883	4.05748	5.37180	121.41365	6.15957	59.81648	80.98879	widowed	Robert Jones	2.37992	7.91365	yes	8.04018	64.35018	0.00000	840-32-6866	6.14931
218	7.46871	9.05554	7.55046	36.61779	5.96989	73.75330	66.21308	married	Michael Mcconnell	1.92017	5.86476	no	8.02278	39.64996	1.00000	113-76-3017	6.19162
219	6.94109	6.27933	8.34851	32.54335	5.16191	69.10780	76.11049	married	Andrew Conner	0.90730	7.17774	no	5.04915	36.33074	1.00000	740-03-3957	5.62335
220	6.89682	6.97377	5.20583	33.46770	7.97722	65.86864	76.98022	divoced	Cynthia Vega	1.72691	5.07475	Y	5.31155	76.60469	1.00000	813-27-4122	5.92676
221	7.60128	8.09710	5.51507	29.11739	5.95209	75.24610	53.96736	divoced	Chris Flores	1.40882	3.54131	no	6.75265	69.10399	1.00000	324-85-5222	5.37512
222	7.23053	4.23600	4.88194	24.12722	6.00206	81.54299	70.58194	single	Timothy Reed	0.84639	6.82260	yes	3.84208	47.52271	0.00000	588-05-4000	6.25555
223	7.17814	4.75691	5.10555	49.17246	5.55672	62.14175	82.48206	nop	Douglas Nelson	4.55360	9.56944	yes	8.88768	51.98823	0.00000	493-89-9840	6.62090
224	5.22993	6.94168	7.80453	26.09318	6.47542	51.37419	65.07524	divoced	Ashley Perry	1.73710	8.86257	no	7.64000	51.99013	1.00000	750-57-8115	8.29088
225	5.95303	9.32396	6.43204	64.17113	7.82679	63.02278	77.82451	separated	Larry Boyd	1.27205	5.08566	no	3.54256	41.63282	1.00000	162-53-1843	7.27399
226	6.66899	8.81180	6.76728	19.40425	6.14300	58.03618	81.06913	separated	Dennis Kennedy	4.64667	6.48019	no	8.74073	52.62922	1.00000	208-05-4011	6.28592
227	6.31085	5.72952	6.17286	79.08380	8.33627	66.57713	81.48203	single	Crystal Pena	1.16786	7.15268	yes	5.07402	57.19261	0.00000	182-61-4970	4.19903
228	7.07078	6.75600	7.90417	63.62372	6.07702	71.66942	77.04676	widowed	Melissa Johnson	1.03828	8.85152	no	7.08104	81.41135	1.00000	763-39-8875	6.85511
229	6.01383	7.04270	6.60511	77.06108	4.84369	67.43334	88.52124	widowed	David Thompson	1.56037	6.47188	no	6.80415	38.55150	1.00000	852-37-0190	5.77207
230	5.93181	8.26625	7.98882	79.81509	5.68583	72.07756	84.11140	married	Daryl Jimenez	4.62898	8.72681	no	8.95723	62.29262	1.00000	544-40-5076	6.61229
231	5.92400	6.15324	4.37300	40.51027	5.59098	69.95457	84.89855	divoced	Lisa Myers	0.74457	5.42546	yes	6.34556	27.85411	1.00000	415-64-0224	6.87528
232	7.20405	4.71963	5.06113	159.30286	6.41479	58.89435	68.50250	single	Ryan Ferguson	0.80840	7.36510	no	3.64754	43.75783	0.00000	892-79-8057	6.33222
233	7.05819	7.63327	5.68649	74.43601	6.17271	63.81533	76.01840	single	Brianna Peterson	0.94724	5.20507	yes	5.08328	40.84346	1.00000	351-12-5613	7.68015
234	6.53984	4.40670	5.89931	73.68142	6.39468	63.46045	88.60859	single	Michael Dodson	0.62899	6.37908	yes	5.64876	56.58258	0.00000	089-51-6982	7.05678
235	6.47191	5.19547	6.11312	53.42607	7.08602	67.77089	86.42528	widowed	Dylan Gutierrez	0.43516	6.98487	Y	5.58749	55.32453	0.00000	740-56-8240	8.32442
236	7.29587	7.14962	5.24615	79.65044	7.19611	67.34019	66.39676	single	Shannon Martin	0.97851	4.15554	no	6.00061	58.22898	1.00000	659-13-2594	5.11836
237	6.91362	7.57567	10.14833	40.01855	6.31888	76.20716	75.23427	single	Mariah Burgess	1.78290	9.53604	yes	7.24204	54.22803	1.00000	641-43-4846	
238	7.63997	5.92109	3.57387	70.31959	6.15985	70.27398	56.02282	married	Michael Allen	3.21743	6.41833	yes	8.48875	45.01409	1.00000	319-93-9543	8.25174
239	6.45284	7.48933	7.96425	85.45181	6.78192	85.61404	84.55333	nop	Connor Dudley	1.97287	8.72401	Y	8.02114	58.78676	1.00000	618-55-1251	7.86693
240	7.42029	8.78494	5.45135	23.62173	7.12588	59.56807	61.31678	divoced	Kristopher Spencer MD	1.08880	5.22946	Y	4.57542	72.00292	1.00000	643-41-7203	7.55137
241	6.97485	4.63593	5.35421	150.85461	6.62059	57.91050	81.32616	married	Chris Alexander	3.01635	7.33217	no	8.11507	44.78552	0.00000	296-70-3263	5.70528
242	7.28676	6.87371	3.43421	16.35158	5.00637	74.74997	78.51838	separated	Joshua Miller	1.65956	9.59772	no	6.83664	65.57452	0.00000	164-69-0600	6.21531
243	5.67171	9.02385	8.15150	20.84207	7.83331	67.74897	71.19534	divoced	Heather Mora	4.62249	7.43528	no	8.79097	35.44019	1.00000	259-48-2062	6.39091
244	6.96464	8.24659	6.78898	86.03755	6.04116	79.60354	75.61239	married	Billy Zamora	0.94332	5.27932	yes	4.58801	52.04970	1.00000	166-78-8987	5.70297
245	6.72667	8.15878	3.71990	30.06796	6.61673	71.37038	86.58901	divoced	Mikayla Mcgrath	1.55769	6.63557	no	7.68919	58.47316	1.00000	586-13-9896	6.74088
246	6.58208	8.18535		39.61484	6.83503	60.79166	83.11348	single	Dana Christensen	2.17174	8.38839	Y	7.98619	42.10994	1.00000	053-64-1306	7.51210
247	7.03853	8.34424	6.50241	80.52263	6.34506	63.31365	78.91812	single	Alicia Johnson	2.97754	6.51759	no	8.38329	44.16277	1.00000	884-07-3750	5.42999
248	6.05035	9.02896	8.18622	46.20680	6.85004	55.93335	87.59446	widowed	Carol Mccullough	6.20990	7.88677	no	9.16944	26.35722	1.00000	790-49-5404	5.74059
249	6.79072	6.75126	4.32329	85.49362	6.26697	62.79031	84.93959	married	Heather Shelton	1.11949	5.35043	Y	6.26189	30.30394	1.00000	310-64-6058	6.28133
250	7.00781	7.04006	4.49764	42.80222	6.62298	65.97856	74.62408	married	Richard Gutierrez	0.76992	6.38222	no	5.87882	38.21086	0.00000	163-09-8788	6.54567
251	7.54767	7.91444	9.21936	82.39885	6.17814	57.94005	56.21222	married	Sarah Bradley	5.06889	10.44843	yes	9.01958	68.31828	1.00000	686-13-8323	5.15620
252	5.53795	4.82273	8.67846	28.84225	6.86619	79.71368	73.93267	widowed	Jennifer Bailey	1.04771	9.90170	no	5.28659	68.82513	1.00000	814-78-2637	6.54458
253	7.13359	6.82709	8.70579	42.76050	5.81213	56.04292	73.19906	married	Heather West	1.51975	9.61609	yes	7.45248	49.39115	1.00000	006-56-0058	5.23427
254	7.45331	5.14959	4.79180	60.31201	7.22839	62.55543	58.36059	married	Nathaniel Foster	1.79721	8.63722	no	7.73754	37.52232	0.00000	874-96-2240	6.26128
255	7.58553	5.57884	4.77539	48.11806	6.62544	62.61481	58.61250	single	Dustin White	1.68604	7.16076	Y	6.78756	42.32680	0.00000	400-34-8843	7.50067
256	7.60127	4.55290	5.50023	84.72884	6.89050	68.68472	59.41335	divoced	Emily Glover	2.79425	8.73319	no	8.18312	43.58632	0.00000	650-40-3055	7.04554
257	6.21160	8.62174	8.00763	154.98015	6.45846	52.75038	92.69311	single	Matthew Christensen	3.71367	7.48396	no	8.35904	28.10427	1.00000	643-38-8845	6.94265
258	4.94284	6.12413	5.19947	69.97140	7.52749	54.66916	58.41009	married	Mrs. Amanda Spencer DDS	0.91932	5.87732	yes	6.51797	39.86900	0.00000	776-30-7807	6.30604
259	6.89142	9.49732	7.53943	95.50411	6.58133	67.80893	82.56125	divoced	John Burns	7.72193	6.95092	Y	9.55327	60.67741	1.00000	279-63-5726	6.10412
260	7.67368	7.86273	5.46683	39.98574	6.98643	59.56059	62.29152	nop	Samantha Copeland	0.82213	5.10471	no	4.78242	49.50914	1.00000	303-16-2311	6.88078
261	5.17137	4.59650	8.40232	62.19604	6.16586	62.23843	56.82636	widowed	Raymond Mercado	1.89142	12.43569	no	7.28331	48.89831	1.00000	687-80-5624	5.51070
262	5.36945	7.01775	6.17915	70.42474	5.16797	72.72765	74.34403	married	Carla Hall	2.33755	7.68745	no	8.02026	59.20059	1.00000	896-26-2735	7.36856
263	6.89120	7.18346	4.99460	62.81799	7.96993	76.85462	83.99650	single	Justin Carpenter	0.67595	4.68882	no	4.43859	43.11465	1.00000	033-56-4165	6.90306
264	7.35983	4.69457	6.09287	109.06355	6.91484	74.92435	71.08315	divoced	Sarah James	0.91665	6.62773	no	4.94655	38.11320	0.00000	728-52-0211	6.57406
265	7.00892	8.00924	4.12675	79.06588	5.66675	70.66324	76.91729	widowed	Brittany Wilson	1.13270	5.57529	no	6.07860	51.85548	1.00000	816-33-5797	8.05543
266	6.84532	9.29855	8.05713	33.20107	5.91138	72.86918	85.71965	separated	Steven Fields	5.41089	7.42245	Y	9.11315	79.74392	1.00000	196-93-5187	8.00298
267	6.18497	5.67981	6.39388	103.26493	6.98880	51.23258	82.54670	married	Rachel Massey	0.79157	7.10581	Y	3.71614	89.04440	0.00000	455-06-3538	6.97711
268	6.25935	6.81696	4.51838	70.10568	6.99428	61.99527	90.91145	single	Cameron Byrd	1.34521	7.39824	no	6.65547	44.85944	0.00000	016-19-0332	6.91796
269	5.28272	5.23430	4.26262	68.15225	7.63600	69.83238	61.81071	divoced	Susan Smith	0.92897	8.48067	no	4.98271	51.83476	0.00000	569-16-8777	7.21257
270	6.28288	8.42227	6.20360	27.76297	8.10431	64.86158	91.79455	married	David Brown	10.74397	7.88585	Y	9.84188	51.94856	1.00000	096-08-2536	7.61253
271	7.22363	5.87437	4.35661	15.78444	5.68488	72.98453	70.73355	single	Daniel Miller	0.89011	8.91910	no	5.18417	52.26287	0.00000	247-50-9692	5.70354
272	6.43267	8.48688	5.22616	14.89368	7.27478	73.82603	89.81281	divoced	Daniel Guerra	0.98343	5.07341	no	4.48020	22.97181	1.00000	005-35-4118	6.77693
273	5.09462	5.03502	5.84974	67.28136	6.32375	71.34066	71.49564	married	Krystal Garcia	1.54072	6.72051	yes	7.64057	48.51703	0.00000	174-13-7322	9.35968
274	5.98000	6.66023	6.41090	59.77918	5.43460	48.74939	83.51109	nop	Robert Rodriguez	1.20365	7.30095	yes	7.05353	48.66002	1.00000	645-61-4110	5.52471
275	4.46655	5.25197	5.58299	101.30812	7.72776	58.48275	40.24667	divoced	Joseph Rodriguez	1.00672	7.01862	no	4.95430	36.24381	0.00000	067-17-2037	6.72633
276	5.81176	5.83174	4.98348	77.90427	6.90195	63.60714	93.64965	widowed	Amy Casey	1.00474	4.78809	Y	5.60518	41.37994	1.00000	163-49-9896	7.67894
277	6.53527	7.46396	7.68916	41.57319	6.38645	70.68384	88.06387	married	David Davis	1.42514	7.01159	no	6.85234	46.99697	1.00000	063-86-4808	5.59900
278	4.52584	8.84943	8.03194	84.81421	5.10769	72.89184	41.78957	single	Ann Cook	3.09336	7.14355	no	8.39900	45.81562	1.00000	503-66-4500	4.87734
279	6.30486	8.27814	7.46085	148.34688	6.44883	64.04668	96.75466	married	Ann Richard	4.62107	7.81514	yes	8.83878	49.37637	1.00000	430-85-0214	6.23598
280	7.46451	7.90607	5.17152	49.83738	6.92766	72.77903	64.88007	divoced	Lee Sims	1.02659	5.49918	no	5.46510	52.16394	1.00000	361-95-4417	5.95568
281	7.21870	6.36866	4.41383	63.74133	5.52044	84.00635	71.32168	single	Holly Wise	1.57412	4.42877	Y	5.25862	54.38868	1.00000	648-81-7438	6.54036
282	5.83507	8.25801	2.88319	44.25160	5.81793	67.74411	84.86338	divoced	Amy Lewis	0.73889	5.52656	no	6.14628	42.80380	1.00000	238-23-1149	7.80878
283	7.96389	6.30273	6.21701	59.96905	5.79096	56.20027	41.68804	married	Mary Richardson	1.37680	7.49219	Y	6.85687	54.34776	1.00000	249-44-8116	6.19197
284	7.29827	7.49671	6.58248	68.37627	5.03913	63.80875	65.09866	separated	Tina Green	2.23917	7.31296	N	7.92692	29.39669	1.00000	014-20-2300	7.09969
285	6.19325	6.20708	7.59267	67.19950	6.59435	79.22043	89.84797	single	Meghan Johns	1.32823	8.41867	yes	6.66590	51.16769	1.00000	677-51-3545	6.26118
286	6.31348	6.23963	6.45678	-20.20167	5.79728	58.34568	87.85799	married	Christopher Ferguson	0.53909	6.80887	no	6.19849	74.64078	1.00000	389-26-6596	7.07316
287	6.91495	7.07894	4.70638	21.12982	7.59994	77.80817		widowed	Christina Lewis	1.04304	5.79872	no	6.35638	51.45239	1.00000	594-67-7317	5.42814
288	5.26807	7.75775	5.09137	48.76238	4.39658	70.43853	72.58273	divoced	David Welch	0.93058	5.79173	no	6.06286	41.93114	1.00000	896-22-8487	7.73814
289	5.32472	9.05358	8.58485	53.15458	6.54726	73.02717	74.18756	divoced	Jessica Burns	0.93889	5.51827	yes	4.08395	51.24562	0.00000	776-87-7888	5.94219
290	6.18071	8.93337	5.79053	11.31479	6.35948	76.10639	86.01055	divoced	Kayla Ortiz	1.49555	5.73652	no	4.88819	57.79076	1.00000	451-60-7194	6.82552
291	6.10207	9.00816	4.47885	78.34653	8.80955	67.36639	83.57677	single	Andrea Aguilar	0.97018	5.60851	no	5.26742	39.39755	1.00000	824-77-7848	5.55222
292	6.84566	7.06687	4.01088	46.95933	6.18864	57.54066	80.23417	widowed	Frank Jones	1.13122	5.41773	Y	6.14986	53.69212	1.00000	022-05-1502	6.00820
293	5.06606	8.41129	8.14984	79.58271	6.68339	55.70812	56.48036	single	Kerry Levy	2.07389	7.25300	N	7.91261	47.37295	1.00000	609-83-3713	8.81135
294	6.95255	8.18534	9.55869	22.11125	6.84642	51.19294	84.79175	divoced	Morgan Jones	1.97620	8.61679	Y	7.67704	43.91853	1.00000	407-54-8857	7.02655
295	5.75645	7.47892	5.30678	88.84809	5.57698	64.09973	73.95221	widowed	Dylan Smith	0.92309	4.96489	no	4.97810	58.67683	1.00000	672-31-2505	5.95696
296	5.06856	6.41454	5.21490	88.12991	5.67368	74.82523	67.98412	single	Stacey Blankenship	0.97893	4.98137	no	5.78605	35.07938	1.00000	378-46-7807	5.96041
297	5.09128	6.04103	4.07237	68.64419	6.33036	55.38799	61.31287	widowed	Jessica Martinez	2.08761	9.92892	Y	7.80930	32.79282	0.00000	080-31-9737	6.10990
298	7.83684	6.44785	4.30432	68.86281	5.74196	65.24916	52.76745	divoced	Fernando Evans	1.63260	7.90180	Y	7.18299	36.90080	0.00000	189-47-0841	6.31717
299	6.80391	8.55559	5.13399	44.43826	5.98826	72.70802	83.41396	married	Mr. Daniel White	0.62873	5.64781	Y	5.36972		1.00000	171-39-4569	5.77042
300	5.73439	5.31297	4.09842	102.16685	6.34258	68.46300	91.10421	separated	Marvin Johnson	0.68428	8.60191	no	4.83042	59.22634	0.00000	767-16-7389	6.12521
301	5.93430	5.73428	4.66548	24.79458	5.41880	65.17917	75.66163	divoced	Stephanie Brown	0.91218	4.60884	Y	5.43692	44.29821	1.00000	350-31-4687	4.80628
302	7.09635	6.85136	5.93567	100.22718	7.81695	74.34627	74.69437	separated	Michael Moore	0.90427	4.83767	no	4.93142	53.26864	1.00000	143-34-6161	4.37551
